,key_index,stat,admin_name,admin_level,pop_group
180,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ Lebanese,43,beirut,admin2,Lebanese
181,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant,27,beirut,admin1,Migrant
182,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl,40,beirut,admin1,Palestine Refugees from Lebanon
183,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant,17,bekaa,admin1,Migrant
184,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ Lebanese,16,bent_jbeil,admin2,Lebanese
185,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ chouf ~/~ pop_group ~/~ Lebanese,20,chouf,admin2,Lebanese
186,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ Lebanese,16,hasbaya,admin2,Lebanese
187,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ hermel ~/~ pop_group ~/~ Lebanese,15,hermel,admin2,Lebanese
188,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ Lebanese,21,jbeil,admin2,Lebanese
189,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ Lebanese,42,jezzine,admin2,Lebanese
190,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ Lebanese,21,kesrwane,admin2,Lebanese
191,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ koura ~/~ pop_group ~/~ Lebanese,37,koura,admin2,Lebanese
192,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ Lebanese,12,marjaayoun,admin2,Lebanese
193,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ meten ~/~ pop_group ~/~ Lebanese,11,meten,admin2,Lebanese
194,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ Lebanese,13,minieh_dennie,admin2,Lebanese
195,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant,41,mnt_lbn,admin1,Migrant
196,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant,0,nabatieh,admin1,Migrant
197,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant,56,north,admin1,Migrant
198,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ north ~/~ pop_group ~/~ prl,49,north,admin1,Palestine Refugees from Lebanon
199,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ Lebanese,14,rachaya,admin2,Lebanese
200,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ saida ~/~ pop_group ~/~ Lebanese,30,saida,admin2,Lebanese
201,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ sour ~/~ pop_group ~/~ Lebanese,21,sour,admin2,Lebanese
202,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant,38,south,admin1,Migrant
203,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ south ~/~ pop_group ~/~ prl,45,south,admin1,Palestine Refugees from Lebanon
204,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ Lebanese,40,tripoli,admin2,Lebanese
205,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ Lebanese,11,w_bekaa,admin2,Lebanese
206,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ zahle ~/~ pop_group ~/~ Lebanese,15,zahle,admin2,Lebanese
207,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ Lebanese,45,zgharta,admin2,Lebanese
208,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ akkar ~/~ pop_group ~/~ Lebanese,15,akkar,admin2,Lebanese
209,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant,25,akkar,admin1,Migrant
210,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl,5,akkar,admin1,Palestine Refugees from Lebanon
211,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ aley ~/~ pop_group ~/~ Lebanese,32,aley,admin2,Lebanese
212,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baabda ~/~ pop_group ~/~ Lebanese,23,baabda,admin2,Lebanese
213,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ Lebanese,20,baalbek,admin2,Lebanese
214,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant,47,baalbek_hermel,admin1,Migrant
215,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl,32,baalbek_hermel,admin1,Palestine Refugees from Lebanon
216,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ batroun ~/~ pop_group ~/~ Lebanese,26,batroun,admin2,Lebanese
217,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ Lebanese,32,bcharre,admin2,Lebanese
218,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ Lebanese,33,beirut,admin2,Lebanese
219,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant,20,beirut,admin1,Migrant
220,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl,26,beirut,admin1,Palestine Refugees from Lebanon
221,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant,42,bekaa,admin1,Migrant
222,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ Lebanese,6,bent_jbeil,admin2,Lebanese
223,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ chouf ~/~ pop_group ~/~ Lebanese,33,chouf,admin2,Lebanese
224,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ Lebanese,2,hasbaya,admin2,Lebanese
225,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ hermel ~/~ pop_group ~/~ Lebanese,28,hermel,admin2,Lebanese
226,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ Lebanese,34,jbeil,admin2,Lebanese
227,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ Lebanese,13,jezzine,admin2,Lebanese
228,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ Lebanese,26,kesrwane,admin2,Lebanese
229,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ koura ~/~ pop_group ~/~ Lebanese,10,koura,admin2,Lebanese
230,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ Lebanese,0,marjaayoun,admin2,Lebanese
231,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ meten ~/~ pop_group ~/~ Lebanese,37,meten,admin2,Lebanese
232,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ Lebanese,17,minieh_dennie,admin2,Lebanese
233,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant,47,mnt_lbn,admin1,Migrant
234,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant,0,nabatieh,admin1,Migrant
235,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant,19,north,admin1,Migrant
236,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ north ~/~ pop_group ~/~ prl,32,north,admin1,Palestine Refugees from Lebanon
237,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ Lebanese,19,rachaya,admin2,Lebanese
238,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ saida ~/~ pop_group ~/~ Lebanese,27,saida,admin2,Lebanese
239,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ sour ~/~ pop_group ~/~ Lebanese,18,sour,admin2,Lebanese
240,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant,25,south,admin1,Migrant
241,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ south ~/~ pop_group ~/~ prl,18,south,admin1,Palestine Refugees from Lebanon
242,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ Lebanese,34,tripoli,admin2,Lebanese
243,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ Lebanese,11,w_bekaa,admin2,Lebanese
244,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ zahle ~/~ pop_group ~/~ Lebanese,18,zahle,admin2,Lebanese
245,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ Lebanese,10,zgharta,admin2,Lebanese
246,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ akkar ~/~ pop_group ~/~ Lebanese,16,akkar,admin2,Lebanese
247,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant,0,akkar,admin1,Migrant
248,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl,29,akkar,admin1,Palestine Refugees from Lebanon
249,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ aley ~/~ pop_group ~/~ Lebanese,25,aley,admin2,Lebanese
250,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ baabda ~/~ pop_group ~/~ Lebanese,23,baabda,admin2,Lebanese
251,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ Lebanese,20,baalbek,admin2,Lebanese
252,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant,0,baalbek_hermel,admin1,Migrant
253,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl,21,baalbek_hermel,admin1,Palestine Refugees from Lebanon
254,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ batroun ~/~ pop_group ~/~ Lebanese,21,batroun,admin2,Lebanese
255,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ Lebanese,36,bcharre,admin2,Lebanese
256,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ beirut ~/~ pop_group ~/~ Lebanese,24,beirut,admin2,Lebanese
257,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant,7,beirut,admin1,Migrant
258,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl,28,beirut,admin1,Palestine Refugees from Lebanon
259,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant,8,bekaa,admin1,Migrant
260,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ Lebanese,6,bent_jbeil,admin2,Lebanese
261,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ chouf ~/~ pop_group ~/~ Lebanese,27,chouf,admin2,Lebanese
262,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ Lebanese,20,hasbaya,admin2,Lebanese
263,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ hermel ~/~ pop_group ~/~ Lebanese,22,hermel,admin2,Lebanese
264,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ Lebanese,23,jbeil,admin2,Lebanese
265,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ Lebanese,26,jezzine,admin2,Lebanese
266,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ Lebanese,47,kesrwane,admin2,Lebanese
267,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ koura ~/~ pop_group ~/~ Lebanese,24,koura,admin2,Lebanese
268,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ Lebanese,15,marjaayoun,admin2,Lebanese
269,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ meten ~/~ pop_group ~/~ Lebanese,16,meten,admin2,Lebanese
270,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ Lebanese,15,minieh_dennie,admin2,Lebanese
271,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant,6,mnt_lbn,admin1,Migrant
272,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant,0,nabatieh,admin1,Migrant
273,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant,9,north,admin1,Migrant
274,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ north ~/~ pop_group ~/~ prl,10,north,admin1,Palestine Refugees from Lebanon
275,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ Lebanese,29,rachaya,admin2,Lebanese
276,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ saida ~/~ pop_group ~/~ Lebanese,27,saida,admin2,Lebanese
277,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ sour ~/~ pop_group ~/~ Lebanese,29,sour,admin2,Lebanese
278,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant,0,south,admin1,Migrant
279,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ south ~/~ pop_group ~/~ prl,18,south,admin1,Palestine Refugees from Lebanon
280,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ Lebanese,17,tripoli,admin2,Lebanese
281,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ Lebanese,47,w_bekaa,admin2,Lebanese
282,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ zahle ~/~ pop_group ~/~ Lebanese,38,zahle,admin2,Lebanese
283,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_listen_to_local_leaders_head_men @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ Lebanese,18,zgharta,admin2,Lebanese
284,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ akkar ~/~ pop_group ~/~ Lebanese,10,akkar,admin2,Lebanese
285,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant,0,akkar,admin1,Migrant
286,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl,24,akkar,admin1,Palestine Refugees from Lebanon
287,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ aley ~/~ pop_group ~/~ Lebanese,20,aley,admin2,Lebanese
288,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ baabda ~/~ pop_group ~/~ Lebanese,0,baabda,admin2,Lebanese
289,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ Lebanese,14,baalbek,admin2,Lebanese
290,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant,0,baalbek_hermel,admin1,Migrant
291,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl,25,baalbek_hermel,admin1,Palestine Refugees from Lebanon
292,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ batroun ~/~ pop_group ~/~ Lebanese,8,batroun,admin2,Lebanese
293,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ Lebanese,15,bcharre,admin2,Lebanese
294,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ beirut ~/~ pop_group ~/~ Lebanese,33,beirut,admin2,Lebanese
295,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant,7,beirut,admin1,Migrant
296,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl,11,beirut,admin1,Palestine Refugees from Lebanon
